,Unnamed: 0,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature
10,10,Jane's Addiction,Been Caught Stealing,0.5656565656565656,0.6553846153846155,0.9289985657710286,0.1,0.8492865159531826,1.0,0.22083333333333333,0.0032763819095477384,0.0501,0.23084811814172906,0.70061099796334,0.41596709402737353,214707.0,4
11,11,The M√∂nic,Just Mad,0.2828282828282828,0.3323076923076923,0.7979959195175743,0.1,0.7516166960611405,1.0,0.03229166666666667,0.05206030150753769,5.82e-06,0.2452056199364168,0.5437881873727088,0.6740432492242562,172217.0,4
12,12,The Shins,Phantom Limb,0.5656565656565656,0.5282051282051282,0.8479969295379767,0.8,0.8473357917802362,1.0,0.0390625,0.0004884422110552764,,0.07968413496051688,0.4837067209775967,0.4804400291856093,287567.0,4
13,13,Nyck Caution,Bad Day (feat. Denzel Curry),0.48484848484848486,0.7682051282051282,0.7829956165114536,0.0,0.870584148361926,1.0,0.3125,0.14271356783919598,,0.22572043892934057,0.7433808553971487,0.5613098244854433,154947.0,4
14,14,Foo Fighters,Shame Shame,0.6161616161616161,0.6687179487179488,0.8639972527445055,0.6,0.8667628667628668,1.0,0.03385416666666667,0.0013869346733668341,0.0433,0.020715824018049434,0.38696537678207743,0.4892037299850063,257427.0,4
15,15,FEVER 333,BITE BACK,0.494949494949495,0.558974358974359,0.9979999595991839,0.7,0.8791352680241569,1.0,0.24375000000000002,0.0192964824120603,,0.8820633781150651,0.1446028513238289,0.5211395216446572,190657.0,4
16,16,Tora Tora,Blue Tommorrow,0.1919191919191919,0.642051282051282,0.6089921016404531,0.3,0.6498316498316499,0.0,0.03864583333333334,0.00807035175879397,1.92e-05,0.09342631524971798,0.35234215885947046,0.49583864527457727,260120.0,4
17,17,Fenix TX,Phoebe Cates,0.35353535353535354,0.24000000000000002,0.9779995555910229,0.6,0.8770242103575436,1.0,0.28020833333333334,7.839195979899498e-05,3.06e-06,0.3528868833965747,0.3105906313645621,0.7635003487840666,220267.0,4
18,18,For Tracy Hyde,Just Like Fireflies,0.29292929292929293,0.3507692307692308,0.8749974749489939,0.1,0.8797231575009353,1.0,0.0821875,0.00011256281407035176,0.555,0.0882986360373295,0.46843177189409374,0.5979000793784428,160262.0,4
19,19,"StarBoi3, Doja Cat",Dick (feat. Doja Cat),0.8383838383838383,0.6635897435897437,0.607992081440045,0.8,0.7939981828870718,1.0,0.4375,0.1306532663316583,,0.04255973746282433,0.48268839103869654,0.5051114906309384,2.920633333,4
20,20,Backstreet Boys,You Can Let Go,0.30303030303030304,0.5343589743589744,0.7199943438857465,1.0,0.8852012185345519,1.0,0.03135416666666667,0.06201005025125628,,0.14060096400369193,0.4623217922606925,0.2926659129723619,3.548883333,4
21,21,KennyHoopla,how will i rest in peace if i'm buried by a highway?//,0.6262626262626263,0.49128205128205127,0.8439968487363444,0.0,0.8606167495056384,0.0,0.0853125,0.013467336683417087,3.91e-06,0.18264793354527742,0.4989816700610998,0.6408486277151036,218533.0,4
22,22,Oxbow,Untitled,0.1111111111111111,0.41846153846153844,0.5599911118204588,0.8,0.8041526374859708,0.0,0.17083333333333334,0.17386934673366833,2.13e-05,0.11496256794174957,0.4012219959266803,0.5272131752178899,370133.0,3
23,23,Mito,Replace,0.2727272727272727,0.677948717948718,0.4369886271702688,0.1,0.7100635989524878,1.0,0.042708333333333334,0.3326633165829146,0.4,0.12009024715413805,0.35234215885947046,0.33678108387655453,139500.0,4
24,24,Arlo Parks,Caroline,0.5959595959595959,0.6112820512820513,0.5759914350269875,0.9,0.7639623750734862,1.0,0.04041666666666667,0.3778894472361809,0.0904,0.09240077940724029,0.4938900203665988,0.6421475476872008,216933.0,4
25,25,Dead Quiet,Of Sound and Fury,0.23232323232323232,0.26871794871794874,0.9249984849693964,0.1,0.785847896959008,1.0,0.07510416666666667,0.0030653266331658294,0.0151,0.05958363244795406,0.38085539714867617,0.3406177086089529,365684.0,4
26,26,Santana,"Evil Ways - Live at The Woodstock Music & Art Fair, August 16, 1969",0.31313131313131315,0.602051282051282,0.6719933742661602,0.6,0.6639409972743305,1.0,0.04635416666666667,0.022713567839195977,0.0935,0.49851297302840736,0.929735234215886,0.5110688828486438,240640.0,4
27,27,Lata Mangeshkar,Panchhi Banoon Udti Phiroon,0.10101010101010101,0.3682051282051282,0.6099921218408612,0.1,0.7531665864999197,1.0,0.07208333333333333,0.8030150753768844,2.15e-05,0.486206542918675,0.9266802443991854,0.6889647928543366,4.551783333,3
28,28,Nirvana,Smells Like Teen Spirit,0.8181818181818182,0.5148717948717949,0.9119982223640918,0.0,0.8547912992357436,1.0,0.058750000000000004,2.562814070351759e-05,0.000173,0.09137524356476259,0.7331975560081466,0.4680962804384256,301920.0,4
29,29,Death Valley Girls,Street Justice,0.24242424242424243,0.3323076923076923,0.9479989495787814,0.8,0.8533750200416866,1.0,0.05437500000000001,8.894472361809045e-06,0.561,0.15188185827094658,0.3482688391038697,0.36298398800503534,160587.0,4
30,30,Foghat,Slow Ride,0.6666666666666666,0.5056410256410256,0.5859916370310679,0.1,0.6046710491154935,1.0,0.04791666666666667,0.020301507537688442,0.00106,0.08727310019485181,0.6680244399185337,0.4554959549066301,232533.0,4
31,31,Magnus Karlsson‚Äôs Free Fall,Temples And Towers,0.2727272727272727,0.28,0.9549990909816378,0.6,0.8262519373630485,0.0,0.109375,2.3417085427135678e-05,0.000818,0.325197415649677,0.20162932790224034,0.8015939832744009,337147.0,4
32,32,Rick Estrin & The Nightcats,Callin' All Fools,0.12121212121212122,0.7097435897435898,0.6229923844461658,0.1,0.7592859815082036,0.0,0.03760416666666667,0.1507537688442211,4.27e-06,0.3067377704850785,0.6120162932790224,0.45954104827652564,313680.0,4
33,33,Céline Dion,I'm Alive - Live,0.31313131313131315,0.6235897435897436,0.7729954145073731,0.7,0.7875046763935654,1.0,0.0825,0.12663316582914572,,0.9979489283150446,0.4429735234215886,0.40887916035247235,4.281116667,4
34,34,Taylor Swift,The Man,0.7676767676767676,0.796923076923077,0.6579930914604475,0.1,0.8378226711560045,1.0,0.05625,0.0770854271356784,,0.07506922366936725,0.6446028513238289,0.44118378114000273,190360.0,4
35,35,Moshe Peretz,◊ê◊©,0.3333333333333333,0.5815384615384614,0.9109982021636838,0.2,0.8452514563625675,0.0,0.03958333333333333,0.09768844221105527,,0.07640242026458825,0.9195519348268839,0.6415902949831221,238333.0,4
36,36,"Invent, Animate",Cloud Cascade,0.40404040404040403,0.49846153846153846,0.9609992121840861,0.4,0.8633958633958634,0.0,0.0865625,0.00022110552763819096,0.0035,0.07537688442211055,0.22301425661914462,0.4651416384031303,249078.0,4
37,37,Sl√∏tface,Tap the pack,0.2222222222222222,0.4112820512820513,0.8219964043273673,0.8,0.7870503981615092,1.0,0.12708333333333333,0.00014773869346733668,0.0011,0.05578914983078659,0.6863543788187373,0.7014408390060858,146520.0,4
38,38,Eliad,◊ê◊†◊ô ◊¢◊£,0.20202020202020202,0.7158974358974358,0.38998767775109056,0.6,0.7827213938325049,0.0,0.03125,0.02793969849246231,,0.14265203568864732,0.675152749490835,0.5853919611286171,208015.0,4
39,39,Adrenaline Mob,Crystal Clear,0.35353535353535354,0.522051282051282,0.9349986869734769,0.6,0.8654000320666988,0.0,0.045208333333333336,0.03185929648241206,,0.08624756435237413,0.6384928716904277,0.6894178112396668,303453.0,4
40,40,Tim Atlas,Compromised,0.46464646464646464,0.9815384615384615,0.4249883847653722,1.0,0.762706429373096,0.0,0.05604166666666667,0.16482412060301507,0.00665,0.04994359552866374,0.9786150712830957,0.4368660749364572,226235.0,4
41,41,"Luther ""Snake Boy"" Johnson",They call me the snake,0.29292929292929293,0.6153846153846154,0.31898624352211913,0.3,0.6401849179626957,1.0,0.14895833333333333,0.742713567839196,0.102,0.2790483027381807,0.41751527494908347,0.5530592772552699,337600.0,3
42,42,Trick or Treat,Hungarian Hangover,0.32323232323232326,0.5015384615384615,0.9299985859714367,0.4,0.8473625140291807,1.0,0.11458333333333334,0.0017889447236180904,,0.3292995590195878,0.4083503054989817,0.381188912675695,232067.0,4
43,43,Bad Waitress,That Sedative,0.3434343434343434,0.1794871794871795,0.8569971113416491,0.8,0.8609641387419165,0.0,0.043333333333333335,5.527638190954774e-06,0.839,0.3446825966567531,0.4378818737270876,0.6820773097924133,141404.0,4
44,44,Imagine Dragons,Next To Me,0.696969696969697,0.3087179487179487,0.6719933742661602,0.1,0.8563679119234675,1.0,0.06489583333333333,0.28140703517587945,3.1e-05,0.04512357706901857,0.3910386965376782,0.6795155509585549,230289.0,3
45,45,Bully,Where to Start,0.43434343434343436,0.34974358974358977,0.8749974749489939,0.8,0.8541232430121319,1.0,0.042291666666666665,2.3316582914572865e-05,0.126,0.12111578299661575,0.48574338085539714,0.3165034998677026,180601.0,4
46,46,The Doors,Roadhouse Blues,0.7070707070707071,0.638974358974359,0.6329925864502463,0.8,0.757094757094757,1.0,0.03166666666666667,0.3376884422110553,4.6e-05,0.13342221310634805,0.9114052953156823,0.48556755586558586,243827.0,4
47,47,Beach Bunny,Blame Game,0.5555555555555556,0.37333333333333335,0.7189943236853384,0.6,0.8277751055528834,1.0,0.04572916666666667,0.055376884422110556,3.15e-06,0.067172597682289,0.35845213849287166,0.3908786953070503,214924.0,4
48,48,Ron Gallo,"Young Lady, You're Scaring Me",0.5858585858585859,0.38051282051282054,0.9209984041677642,0.8,0.8286836620169953,1.0,0.08166666666666667,0.011356783919597989,2.7e-05,0.4236488565275357,0.5173116089613035,0.43968841956718707,220538.0,4
49,49,Light The Torch,Wilting in the Light,0.5252525252525253,0.4030769230769231,0.8739974547485859,0.6,0.8278018278018278,1.0,0.060625000000000005,3.125628140703517e-05,0.0265,0.10573274535945032,0.384928716904277,0.6214490173910953,228738.0,4
50,50,Korn,Rotting In Vain,0.48484848484848486,0.5107692307692308,0.9459989091779654,0.1,0.848458126235904,1.0,0.06270833333333334,0.00012160804020100502,2.56e-05,0.3508358117116193,0.31568228105906315,0.4260577778846848,213000.0,4
51,51,Suicidal Tendencies,You Can't Bring Me Down,0.5454545454545454,0.2882051282051282,0.957999151582862,0.3,0.6879910213243546,0.0,0.390625,0.001959798994974874,4.69e-05,0.07650497384883602,0.038798370672097765,0.5486373367329758,348093.0,4
52,52,Sirenia,Voyage Voyage,0.47474747474747475,0.5405128205128206,0.9409988081759251,0.0,0.8369408369408369,1.0,0.0534375,0.0010251256281407035,0.0166,0.19290329197005435,0.6313645621181263,0.5051114906309384,258564.0,4
53,53,The Police,Roxanne - Remastered 2003,0.030303030303030304,0.6307692307692307,0.751994990298804,0.1,0.7384426273315162,1.0,0.4072916666666667,0.03989949748743719,1.37e-06,0.03179161111680853,0.6720977596741344,0.5371154354990018,191507.0,4
54,54,U2,With Or Without You - Remastered,0.7878787878787878,0.5538461538461539,0.42898846556700443,0.1,0.6606274384052162,1.0,0.029687500000000002,0.00020301507537688442,0.355,0.1272689980514819,0.11507128309572302,0.4416768896479286,295516.0,4
55,55,Public Enemy,Rebel Without A Pause,0.494949494949495,0.7743589743589744,0.6919937782743211,0.6,0.6049382716049383,1.0,0.36041666666666666,0.012763819095477387,,0.6902881755717362,0.6629327902240326,0.3999831621485099,302800.0,4
56,56,Yehudit Ravitz,◊™◊ê◊® ◊ú◊ö (◊ñ◊õ◊®◊ï◊†◊ï◊™ ◊ó◊û◊ô◊ù),0.2222222222222222,0.6605128205128206,0.5749914148265795,0.6,0.822938378493934,1.0,0.030729166666666665,0.7055276381909548,,0.09650292277715107,0.1659877800407332,0.4650374040843817,208800.0,4
57,57,Post-Party,Wasting Time,0.3838383838383838,0.4707692307692308,0.7469948892967638,0.2,0.8311955534177756,1.0,0.0321875,0.0009608040201005025,0.000146,0.0893241718798072,0.6853360488798371,0.36070686904160554,167556.0,4
58,58,Thursday,Standing on the Edge of Summer,0.42424242424242425,0.24205128205128204,0.8459968891371605,0.1,0.855379188712522,1.0,0.050208333333333334,0.00011055276381909548,0.000334,0.08368372474617988,0.3788187372708758,0.676328386212205,222040.0,4
59,59,Queen,Another One Bites The Dust - Remastered 2011,0.8181818181818182,0.956923076923077,0.5279904654074012,0.4,0.8035914702581368,0.0,0.16770833333333335,0.11256281407035176,0.312,0.1498307865859912,0.7678207739307535,0.44085905114697843,214653.0,4
60,60,La Femme,Cool Colorado,0.5353535353535354,0.517948717948718,0.7619951923028845,0.8,0.7854737854737855,1.0,0.04729166666666667,0.041708542713567845,6.12e-05,0.10265613783201724,0.48574338085539714,0.32655008459015866,232480.0,4
61,61,Dry Cleaning,Strong Feelings,0.5151515151515151,0.7671794871794871,0.4669892331825103,1.0,0.7292768959435626,0.0,0.03802083333333333,0.020904522613065326,0.876,0.04994359552866374,0.9775967413441955,0.521360017318933,244533.0,4
62,62,Nessa Barrett,la di die (feat. jxdn),0.797979797979798,0.49641025641025643,0.6429927884543268,0.0,0.8504088504088504,1.0,0.043333333333333335,0.0036180904522613066,,0.23187365398420676,0.35132382892057024,0.6573577401999695,195191.0,4
63,63,Robben Ford,Cotton Candy,0.16161616161616163,0.8646153846153846,0.6309925460494302,0.4,0.8115012559457003,0.0,0.05708333333333334,0.040301507537688436,0.00328,0.1108604245718388,0.9103869653767821,0.5012227487391657,235392.0,4
64,64,Soulja Boy,She Make It Clap,0.7373737373737373,0.9651282051282051,0.47098931398414245,0.0,0.6268237934904601,1.0,0.5145833333333334,0.030954773869346735,0.00838,0.06850579427751,0.4959266802443992,0.4806725518966637,111550.0,4
65,65,Jeff Jensen,Fall Apart,0.26262626262626265,0.7846153846153846,0.3119861021192628,0.6,0.7205921650366095,1.0,0.03895833333333334,0.535678391959799,0.017,0.10573274535945032,0.28207739307535645,0.4889271081390967,267358.0,4
66,66,Britney Spears,Circus,0.7474747474747475,0.8112820512820513,0.7329946064910511,0.5,0.8371813371813371,0.0,0.05416666666666667,0.14773869346733667,0.000381,0.05578914983078659,0.774949083503055,0.46095622960415017,3.206,4
67,67,Skillet,Feel Invincible,0.7272727272727273,0.6184615384615385,0.8859976971534825,0.4,0.8756079311634867,0.0,0.0871875,0.0004522613065326633,,0.24930776330632756,0.40224032586558045,0.5052357700109847,229933.0,4
68,68,Dua Lipa,Fever,0.7777777777777778,0.8902564102564102,0.6929937984747291,0.5,0.7880925658703436,0.0,0.18854166666666666,0.060000000000000005,0.00399,0.09137524356476259,0.40325865580448067,0.46103240083708175,156911.0,4
69,69,The Beatles,I Am The Walrus - Remastered 2009,0.6262626262626263,0.4112820512820513,0.5559910310188266,0.1,0.6950991395435839,1.0,0.0534375,0.08321608040201005,0.000359,0.586709055481489,0.6659877800407332,0.3415918985880259,275867.0,4
70,70,Lola Flores,A Tu Vera,0.43434343434343436,0.4420512820512821,0.38098749594741815,0.6,0.7141788252899365,1.0,0.038437500000000006,0.6462311557788945,,0.10983488872936109,0.5804480651731161,0.45434536838813655,208667.0,4
71,71,Unearth,Zombie Autopilot,0.40404040404040403,0.26461538461538464,0.9179983435665401,1.0,0.8169525947303724,0.0,0.07302083333333333,8.241206030150752e-06,0.627,0.40621474720541484,0.2576374745417515,0.37575269205173234,249853.0,4
72,72,Yehudit Ravitz,Hakol Beseder - Omri Smadar Remix,0.3434343434343434,0.6964102564102564,0.9479989495787814,0.8,0.8136657581102026,1.0,0.045000000000000005,0.035678391959798994,0.0409,0.056404471336273215,0.9226069246435845,0.49306039977870253,261132.0,4
73,73,Castaways,"Liar, Liar",0.3939393939393939,0.5384615384615385,0.6229923844461658,0.6,0.8094436427769761,0.0,0.030312500000000003,0.24824120603015076,0.742,0.13444774894882577,0.8543788187372708,0.5796350195238897,115925.0,4
74,74,Jonas Brothers,Remember This,0.7171717171717171,0.6861538461538462,0.6289925056486141,0.0,0.842445620223398,0.0,0.08364583333333334,0.21809045226130652,,0.35801456260896314,0.29938900203665986,0.44445914415606286,2.97036667,4
75,75,Mr. Oizo,Gay Dentists,0.24242424242424243,0.7548717948717949,0.9699993939877585,0.0,0.8441291219068997,1.0,0.13333333333333333,0.0002291457286432161,0.0104,0.13444774894882577,0.7158859470468432,0.5155188864567548,218493.0,4
76,76,Ravid Plotnik,◊û◊ú◊ö ◊î◊®◊ê◊§ ◊©◊ú ◊î◊û◊ñ◊®◊ó ◊î◊™◊ô◊õ◊ï◊ü (◊†◊¶'◊ô ◊†◊¶'),0.36363636363636365,0.6502564102564102,0.7389947276934994,0.2,0.8140665918443697,1.0,0.4510416666666667,0.14170854271356784,,0.8236078350938365,0.774949083503055,0.5865024575245151,289213.0,4
77,77,Pageants,Cacti For Clothes,0.40404040404040403,0.6153846153846154,0.7789955357098214,0.1,0.7589385922719256,1.0,0.03395833333333333,0.35477386934673366,0.158,0.0893241718798072,0.6059063136456212,0.47728493653733595,182907.0,4
78,78,Celestial Teapot,Change Is Constant,0.15151515151515152,0.39076923076923076,0.40398796055680325,0.6,0.6498049275827054,1.0,0.03375,0.3155778894472362,0.916,0.09752845861962876,0.07525458248472505,0.4330895853879521,404696.0,4
79,79,yes/and,Ugly Orange,0.15151515151515152,0.5702564102564103,0.23398452648743506,0.1,0.5300892523114745,1.0,0.04760416666666666,0.9869346733668342,0.91,0.06922366936724439,0.40224032586558045,0.4361805338400725,259725.0,3
80,80,Eyal Golan,◊¢◊ï◊©◊î ◊¢◊ù ◊î◊¢◊ô◊†◊ô◊ô◊ù,0.35353535353535354,0.6646153846153846,0.4439887685731252,0.4,0.7467799690021912,1.0,0.03885416666666667,0.7417085427135678,,0.11803917546918266,0.29327902240325865,0.3646517371050121,177033.0,4
81,81,Sam Ezeh,Sapphire Alley,0.46464646464646464,0.6923076923076924,0.6219923642457578,0.9,0.809497087274865,1.0,0.024375,0.24824120603015076,0.45,0.09240077940724029,0.6741344195519349,0.432981342056944,202778.0,4
82,82,Albert Collins,T-Bone Shuffle,0.5050505050505051,0.5507692307692308,0.6949938388755452,1.0,0.7125220458553791,1.0,0.03927083333333333,0.003949748743718593,0.188,0.06881345503025332,0.7841140529531568,0.5264113727659779,295693.0,4
83,83,Popa Chubby,Sweet Goddess of Love and Beer,0.32323232323232326,0.7005128205128206,0.6839936166710568,0.8,0.7815723371278926,1.0,0.05364583333333333,0.25829145728643216,0.000341,0.12111578299661575,0.869653767820774,0.44269918777411627,279640.0,4
84,84,T. Rex,Cosmic Dancer,0.5757575757575758,0.3723076923076923,0.8029960205196145,0.1,0.7603815937149271,1.0,0.0625,0.011758793969849246,0.00601,0.17649471849041126,0.7311608961303462,0.6255943360674797,266533.0,4
85,85,Miri Mesika,◊û◊ú◊ö,0.2727272727272727,0.46769230769230774,0.607992081440045,0.1,0.8279087167976057,1.0,0.04552083333333334,0.30552763819095474,,0.06809557994051893,0.3014256619144603,0.3267264811295793,196663.0,4
86,86,Zuli Jr.,Two,0.32323232323232326,0.6594871794871795,0.4669892331825103,0.1,0.8294853294853295,1.0,0.034583333333333334,0.2492462311557789,3.86e-06,0.0903497077222849,0.7983706720977597,0.6892975408718801,206693.0,3
87,87,Harish Sivaramakrishnan,Malhar Jam,0.31313131313131315,0.4594871794871795,0.6859936570718729,0.1,0.7784992784992785,1.0,0.042291666666666665,0.14673366834170853,1.38e-05,0.09240077940724029,0.23217922606924646,0.4956782847841949,6.145783333,4
88,88,Talia Goddess,Never Wanna Fall,0.30303030303030304,0.478974358974359,0.5099901018000563,0.5,0.6967291967291968,1.0,0.10729166666666666,0.16080402010050251,0.000275,0.12214131883909345,0.5672097759674135,0.40423672415590245,281538.0,3
89,89,Sila Lua,La Mano,0.30303030303030304,0.5323076923076924,0.3659871929412974,0.7,0.5939019827908716,1.0,0.051770833333333335,0.6010050251256281,,0.10265613783201724,0.3788187372708758,0.3198750791779921,191748.0,4
90,90,Marmozets,Play,0.3838383838383838,0.38974358974358975,0.9819996363926551,0.1,0.8887018331462776,1.0,0.15625,0.0002673366834170854,0.000309,0.35801456260896314,0.17107942973523424,0.645831829953736,204933.0,4
91,91,Lonnie Brooks,Greasy Man,0.1919191919191919,0.7415384615384615,0.3539869505364008,0.4,0.5501042167708834,1.0,0.03979166666666666,0.5527638190954774,0.339,0.10060506614706186,0.8574338085539714,0.32661422878631163,356773.0,4
92,92,Blu DeTiger,Toast with the Butter,0.47474747474747475,0.6687179487179488,0.7019939802784015,0.1,0.8217893217893217,1.0,0.19166666666666668,0.5165829145728643,0.0014,0.3498102758691416,0.6344195519348269,0.6093257643181873,206147.0,4
93,93,Jon Batiste,CRY,0.5151515151515151,0.7569230769230769,0.5069900411988322,0.8,0.7897226230559564,0.0,0.028333333333333332,0.23015075376884422,0.00151,0.05691723925751206,0.7128309572301426,0.3207811159486526,237244.0,4
94,94,Aisha Badru,Mind on Fire,0.48484848484848486,0.3538461538461538,0.13198246604581415,0.6,0.6122334455667789,1.0,0.05416666666666667,0.8693467336683417,0.0144,0.09957953030458415,0.042158859470468435,0.8364723899325684,194320.0,4
95,95,Bombino,Iyat Ninhay / Jaguar (A Great Desert I Saw),0.3939393939393939,0.2205128205128205,0.8319966063314479,1.0,0.7958954625621293,0.0,0.052500000000000005,0.0009628140703517588,0.272,0.5149215465080504,0.6802443991853361,0.3129555240179925,367185.0,4
96,96,The Avalanches,The Divine Chord,0.6161616161616161,0.5712820512820513,0.8629972325440973,0.1,0.8343487787932232,0.0,0.04072916666666667,0.10452261306532663,,0.69746692646908,0.37983706720977595,0.42239754969170695,187587.0,4
97,97,Omer Adam,◊ß◊ï◊ß◊ï◊®◊ô◊ß◊ï,0.5050505050505051,0.8071794871794872,0.4969898391947517,0.9,0.7700283255838811,0.0,0.04125,0.5628140703517589,,0.29443134037534613,0.5132382892057027,0.4489732919603268,171000.0,4
98,98,Cake,War Pigs,0.5656565656565656,0.5958974358974358,0.565991233022907,0.4,0.7582438137993693,0.0,0.037187500000000005,0.007015075376884422,2.93e-06,0.0819403138139678,0.4572301425661915,0.33637216462607944,234013.0,4
99,99,BENEE,If I Get To Meet You,0.43434343434343436,0.6974358974358975,0.6829935964706487,0.1,0.786863342418898,1.0,0.06604166666666667,0.5015075376884423,0.0607,0.06327556148087377,0.8217922606924645,0.6297356457316047,182336.0,4
100,100,GRAZER,Nostalgia Seed,0.3434343434343434,0.47179487179487184,0.8529970305400169,1.0,0.7348351237240125,1.0,0.04010416666666667,0.1185929648241206,0.808,0.18162239770279973,0.5885947046843177,0.6375371835887075,181321.0,4
101,101,Busta Rhymes,True Indeed,0.41414141414141414,0.4276923076923077,0.9449988889775573,0.1,0.9060178504622948,1.0,0.371875,0.0003688442211055276,,0.2380268690390729,0.819755600814664,0.7121809828494456,113120.0,4
102,102,Dolly Ave,Waiting for You,0.20202020202020202,0.16512820512820514,0.2609850718984523,0.2,0.7018064240286462,1.0,0.03177083333333333,0.9296482412060302,0.0106,0.17136703927802277,0.08655804480651733,0.26823900127486594,204743.0,3
103,103,Queensr√øche,Empire - Remastered 2003,0.48484848484848486,0.3230769230769231,0.894997878957155,0.1,0.8557800224466892,1.0,0.09625,0.002170854271356784,1.32e-05,0.04379038047379756,0.439918533604888,0.3192296282042031,324067.0,4
104,104,Lewis Del Mar,Painting (Masterpiece),0.5555555555555556,0.7446153846153846,0.8609971921432813,0.5,0.8384640051306718,1.0,0.07239583333333334,0.278391959798995,4.12e-06,0.03743205825043586,0.7240325865580448,0.36869282146264803,243413.0,4
105,105,Elizabeth,parties,0.36363636363636365,0.34461538461538466,0.542990768413522,0.1,0.7498530276308054,0.0,0.056666666666666664,0.17185929648241208,4.24e-06,0.050456363449902585,0.26272912423625255,0.5489139585788854,208553.0,4
106,106,The Velvet Underground,Sweet Jane,0.6262626262626263,0.6348717948717949,0.6369926672518785,0.1,0.7796216129549463,1.0,0.029791666666666668,0.01507537688442211,,0.36621884934878474,0.9531568228105907,0.4217681347669561,246307.0,4
107,107,Tyla Yaweh,Stuntin' On You (feat. DDG & Dame D.O.L.L.A.) - Remix,0.6060606060606061,0.8369230769230769,0.6689933136649361,0.7,0.8177275399497622,1.0,0.3125,0.009326633165829146,1.77e-06,0.10983488872936109,0.7881873727087577,0.6973115563787394,183141.0,4
108,108,Fangclub,Vulture Culture,0.4444444444444444,0.3005128205128205,0.9169983233661321,0.8,0.8134252578697023,1.0,0.07708333333333334,1.2864321608040201e-05,0.238,0.42877653573992414,0.5132382892057027,0.7222075225106038,199077.0,4
109,109,JDM Global,Cake,0.1919191919191919,0.7456410256410256,0.8009959801187985,0.9,0.8011864678531345,1.0,0.03197916666666667,0.2522613065326633,0.817,0.06860834786175778,0.945010183299389,0.4852187717990042,167603.0,4
110,110,Black Peaks,Electric Fires,0.26262626262626265,0.31794871794871793,0.9889997777955115,0.6,0.8729624285179841,1.0,0.10833333333333334,0.0006100502512562814,0.000769,0.31904420059481087,0.14867617107942974,0.7294718527249257,201718.0,3
111,111,The Wrecks,Fvck Somebody,0.5353535353535354,0.5466666666666667,0.6609931520616716,0.5,0.8376890599112822,0.0,0.043541666666666666,0.024020100502512565,2.45e-06,0.33852938160188695,0.6140529531568228,0.5695964528259528,181013.0,4
